status	id	file	line_start	line_end	quote_text	category_or_reason	source_or_origin
included	LAHS11001	002.第一幕——夏至.txt	293	293	白虎临身日，临身必有灾。	小说引文	《警世通言》
included	LAHS11002	002.第一幕——夏至.txt	293	293	前朱鸟而后玄武，左青龙而右白虎。	古书引文	《礼记》
included	LAHS11003	002.第一幕——夏至.txt	297	297	见者主有喜庆	古书引文	《岭南异物志》，李时珍《本草纲目》转引
included	LAHS11004	002.第一幕——夏至.txt	297	297	啮人不可疗	古书引文	李时珍《本草纲目》
included	LAHS11005	002.第一幕——夏至.txt	315	315	此何遽不为福乎？	寓言引文	《淮南子》塞翁失马故事
included	LAHS11006	002.第一幕——夏至.txt	315	315	此何遽不能为祸乎？	寓言引文	《淮南子》塞翁失马故事
included	LAHS11007	002.第一幕——夏至.txt	315	315	塞翁失马，焉知非福	成语典故	《淮南子》塞翁失马故事
included	LAHS11008	002.第一幕——夏至.txt	315	315	福之为祸，祸之为福，化不可极，深不可测	古书引文	《淮南子》
included	LAHS11009	002.第一幕——夏至.txt	315	315	其为政也，善因祸而为福，转败而为功	史书引文	司马迁《史记》评管仲
included	LAHS11010	002.第一幕——夏至.txt	315	315	祸兮福之所倚，福兮祸之所伏	古书引文	《老子》
included	LAHS11011	002.第一幕——夏至.txt	315	315	祸福无不自己求之者	儒家引文	《孟子》
included	LAHS11012	002.第一幕——夏至.txt	315	315	祸之来也，人自生之；福之来也，人自成之。祸与福同门，利与害为邻	古书引文	《淮南子》
included	LAHS11013	002.第一幕——夏至.txt	315	315	管仲之器小哉！	论语成句	《论语》
included	LAHS11014	002.第一幕——夏至.txt	315	315	天下不如意，恒十居七八	古人格言	晋代贤者语
included	LAHS11015	002.第一幕——夏至.txt	315	315	如果在马路上跌倒了，不要立刻爬起来，先东张西望找找看，说不定会捡到什么宝贝，这一跤也不算白跌。	民间格言	友人父亲语
included	LAHS11016	002.第一幕——夏至.txt	389	389	从不曾想到我是给关起来了，高墙实在等于浪费材料……他们根本不知道如何对付我……他们总以为我唯一的目的是想站到墙外面。每在我沉思的时候，看守那种紧张样子，真教人好笑。他们哪里知道才一转身，我就毫无阻挡的跟着出去了……	外国文学引文	梭罗《湖滨散记》相关语
included	LAHS11017	002.第一幕——夏至.txt	389	389	肉体虽给关起来，灵魂并没关起来	外国名言	甘地语
included	LAHS11018	002.第一幕——夏至.txt	389	389	问题的关键，还在一个人自己和他所持的心理状态	外国名言	甘地语意
included	LAHS11019	002.第一幕——夏至.txt	389	389	他们抓了我，却给了我自由。	外国名言	甘地语
included	LAHS11020	002.第一幕——夏至.txt	397	397	没有人能完全自由，除非所有人完全自由；没有人能完全道德，除非所有人完全道德；没有人能完全快乐，除非所有人完全快乐。	外国哲学格言	斯宾塞语
included	LAHS11021	002.第一幕——夏至.txt	397	397	有谁软弱，我不软弱呢？有谁跌倒，我不焦急呢？	宗教经典	《新约·哥林多后书》第十一章
included	LAHS11022	002.第一幕——夏至.txt	415	415	仁者不忧	论语成句	《论语》
included	LAHS11023	002.第一幕——夏至.txt	415	415	先天下之忧而忧	宋文名句	范仲淹《岳阳楼记》
included	LAHS11024	002.第一幕——夏至.txt	415	415	悠悠我心忧	诗文名句	文天祥相关诗句
included	LAHS11025	002.第一幕——夏至.txt	415	415	生年不满百，常怀千岁忧	古诗名句	《古诗十九首》
included	LAHS11026	002.第一幕——夏至.txt	415	415	后天下之乐而乐	宋文名句	范仲淹《岳阳楼记》
included	LAHS11027	002.第一幕——夏至.txt	431	431	世界上三样最可靠的东西是老妻、老狗和现金	外国格言	富兰克林语意
included	LAHS11028	002.第一幕——夏至.txt	435	435	我从不伤害一个女人，或是与女人为伍的一个男人。	文学引文	罗宾汉传说
included	LAHS11029	002.第一幕——夏至.txt	435	435	Nay, I cannot grant that boon, for never have I injured a woman or a man in woman's company.	英文文学引文	罗宾汉传说
included	LAHS11030	002.第一幕——夏至.txt	435	435	埋我在箭落的地方。	文学引文	罗宾汉传说
included	LAHS11031	002.第一幕——夏至.txt	435	435	Lay me where the arrow drops.	英文文学引文	罗宾汉传说
included	LAHS11032	002.第一幕——夏至.txt	525	525	放下屠刀，立地成佛	佛教成语	佛教俗语
included	LAHS11033	002.第一幕——夏至.txt	559	559	鼎镬甘如饴	诗文引文	文天祥《正气歌》
included	LAHS11034	002.第一幕——夏至.txt	587	587	旧时处长堂前狗，牵入调查局长家。	改写诗句	李敖改写刘禹锡《乌衣巷》句
included	LAHS11035	002.第一幕——夏至.txt	591	591	有施必有报、有感必有应	佛教成语	佛教因果说
included	LAHS11036	002.第一幕——夏至.txt	591	591	善有善报、恶有恶报	民间俗语	传统因果俗语
included	LAHS11037	002.第一幕——夏至.txt	591	591	种瓜得瓜、种豆得豆	民间俗语	传统因果俗语
included	LAHS11038	002.第一幕——夏至.txt	603	603	欲加之罪，其无辞乎？	左传引文	《左传》里克语
included	LAHS11039	002.第一幕——夏至.txt	603	603	欲加之罪，何患无辞	传统谚语	由《左传》句演变的中国谚语
included	LAHS11040	002.第一幕——夏至.txt	603	603	给狗一条罪名，就可吊死它	西方谚语	英语谚语
included	LAHS11041	002.第一幕——夏至.txt	603	603	Give a dog a bad name and hang him	英文谚语	英语谚语
included	LAHS11042	002.第一幕——夏至.txt	603	603	给我六行贵人之言，我就能找到理由吊死他	外国格言	利希留语
included	LAHS11043	002.第一幕——夏至.txt	603	603	莫须有	历史成语	秦桧构陷岳飞典故
included	LAHS11044	002.第一幕——夏至.txt	603	603	皇天后土，可以表明我的心	史传引文	岳飞语
included	LAHS11045	002.第一幕——夏至.txt	639	639	鸟之将死，其鸣也哀；人之将死，其言也善	论语成句	《论语·泰伯》
included	LAHS11046	002.第一幕——夏至.txt	731	731	韩信点兵，多多益善。	历史成语	韩信典故
included	LAHS11047	002.第一幕——夏至.txt	731	731	天下之刖者多矣！	古书引文	和氏璧故事相关语
included	LAHS11048	002.第一幕——夏至.txt	731	731	踊贵而履贱	古书成语	古书关于刖刑与鞋价之语
included	LAHS11049	002.第一幕——夏至.txt	825	825	千万别同警察交朋友，因为你不晓得他什么时候公事公办。	外国谚语	美国黑社会谚语
included	LAHS11050	002.第一幕——夏至.txt	831	831	替天行道	传统成语	传统侠义语
included	LAHS11051	002.第一幕——夏至.txt	883	883	不识庐山真面目，只缘身在此山中。	宋诗名句	苏轼《题西林壁》
included	LAHS11052	002.第一幕——夏至.txt	885	885	何其太雅！	小说引文	《红楼梦》贾宝玉语
included	LAHS11053	002.第一幕——夏至.txt	899	899	为屄生，为屄死，为屄辛苦为屄忙	戏谑对联	民间粗俗对联
included	LAHS11054	002.第一幕——夏至.txt	899	899	吃屄亏，上屄当，最后死在屄床上	戏谑对联	民间粗俗对联
included	LAHS11055	002.第一幕——夏至.txt	899	899	不能没屄	戏谑对联	民间粗俗对联
included	LAHS11056	002.第一幕——夏至.txt	995	995	情到多时情转薄	词句	古人词句
included	LAHS11057	003.第二幕——秋分.txt	357	357	力恶其不出于身也，不必为己	礼记引文	《礼记·礼运》
included	LAHS11058	003.第二幕——秋分.txt	357	357	货恶其弃于地也，不必藏于己	礼记引文	《礼记·礼运》
included	LAHS11059	003.第二幕——秋分.txt	569	569	……大祭司就撕开衣服说：他说了僭妄的话，我们何必再用见证人呢？这僭妄的话，现在你们都听见了。你们的意见如何？他们回答说：他是该死的。他们就吐唾沫在他脸上，用拳头打他，也有用手掌打他的。说：基督啊！你是先知，告诉我们打你的是谁？	宗教经典	《马太福音》第二十六章
included	LAHS11060	003.第二幕——秋分.txt	569	569	……大祭司就撕开衣服，说：我们何必再用见证人呢？你们已经听见他这僭妄的话了，你们的意见如何？他们都定他该死的罪。就有人吐唾沫在他脸上，又蒙着他的脸，用拳头打他，对他说：你说预言罢！差役接过他来，用手掌打他。	宗教经典	《马可福音》第十四章
included	LAHS11061	003.第二幕——秋分.txt	569	569	巡抚的兵就把耶稣带进衙门，叫全营的兵都聚集在他那里。他们给他脱了衣服，穿了一件朱红色袍子。用荆棘编作冠冕，戴在他头上。拿一根苇子放在他右手里，跪在他面前，戏弄他说：恭喜犹太人的王啊！又吐唾沫在他脸上，拿苇子打他的头。戏弄完了，就给他脱了袍子，仍穿上他自己的衣服，带他出去，要钉十字架。	宗教经典	《马太福音》第二十七章
included	LAHS11062	003.第二幕——秋分.txt	569	569	兵丁把耶稣带进衙门院里，叫齐了全营的兵。他们给他穿上紫袍，又用荆棘编作冠冕给他戴上。就庆贺他说：恭喜犹太人的王啊！又拿一根苇子打他的头，吐唾沫在他脸上，屈膝拜他。戏弄完了，就给他脱了紫袍，仍穿上他自己的衣服，带他出去，要钉十字架。	宗教经典	《马可福音》第十五章
included	LAHS11063	003.第二幕——秋分.txt	583	583	人在屋檐下，不得不低头。	民间俗语	传统俗语
included	LAHS11064	003.第二幕——秋分.txt	589	601	似乎是诱惑人的，却是诚实的；\n似乎不为人所知，却是人所共知的；\n似乎要死，却是活着的；\n似乎受责罚，却是不致丧命的；\n似乎忧愁，却是常常快乐的；\n似乎贫穷，却是叫许多人富足的；\n似乎一无所有，却是样样都有的。	宗教经典	《哥林多后书》第六章第八至十节
included	LAHS11065	003.第二幕——秋分.txt	607	613	我们四面受敌，却不被困住；\n心理作难，却不致失望；\n遭逼迫，却不被丢弃；\n打倒了，却不致死亡。	宗教经典	《哥林多后书》第四章第八至九节
included	LAHS11066	003.第二幕——秋分.txt	621	621	唯独亵渎圣灵的总不得赦免。	宗教经典	《路加福音》相关经文
included	LAHS11067	004.第三幕——冬至.txt	13	13	鸡虚憍而恃气	庄子引文	《庄子》斗鸡故事
included	LAHS11068	004.第三幕——冬至.txt	13	13	呆若木鸡	庄子成语	《庄子》斗鸡故事
included	LAHS11069	004.第三幕——冬至.txt	13	13	真人不露相	传统俗语	传统俗语
included	LAHS11070	004.第三幕——冬至.txt	21	21	菩萨低眉，金刚怒目	佛教成语	佛教形象成语
included	LAHS11071	004.第三幕——冬至.txt	21	21	霹雳手段，菩萨心肠	传统格言	传统处世格言
included	LAHS11072	004.第三幕——冬至.txt	213	213	大伪若真，大邪若正，大私若公，大害若利。	古话格言	古话
included	LAHS11073	004.第三幕——冬至.txt	221	221	独善其身	孟子成语	《孟子》语意
included	LAHS11074	004.第三幕——冬至.txt	221	221	普渡众生	佛教成语	佛教语
included	LAHS11075	004.第三幕——冬至.txt	225	225	乃若其情，则可以为善矣，乃所谓善也。	孟子引文	《孟子》
included	LAHS11076	004.第三幕——冬至.txt	225	225	事之实为	清儒引文	俞正燮语
included	LAHS11077	004.第三幕——冬至.txt	225	225	虽恶不罚	伦理格言	传统义理语
included	LAHS11078	004.第三幕——冬至.txt	225	225	虽善不赏	伦理格言	传统义理语
included	LAHS11079	004.第三幕——冬至.txt	225	225	至善只是此心纯乎天理之极便是。	理学引文	王阳明语
included	LAHS11080	004.第三幕——冬至.txt	225	225	善意铺成了到地狱之路。	西方格言	西方谚语
included	LAHS11081	004.第三幕——冬至.txt	225	225	Hell is paved with good intentions.	英文谚语	西方谚语
included	LAHS11082	004.第三幕——冬至.txt	271	271	当然他会宽恕，他是干那行的啊。	外国文学轶语	海涅临终轶语
included	LAHS11083	004.第三幕——冬至.txt	321	321	真金不怕火炼	传统俗语	传统俗语
included	LAHS11084	004.第三幕——冬至.txt	415	415	特立独行	传统成语	传统人格成语
included	LAHS11085	004.第三幕——冬至.txt	415	415	“立德”、“立言”、“立功”三不朽	左传典故	《左传》三不朽说
included	LAHS11086	004.第三幕——冬至.txt	415	415	一言而为天下法	古文名句	传统士人评价语
included	LAHS11087	004.第三幕——冬至.txt	415	415	匹夫而为百世师	古文名句	传统士人评价语
included	LAHS11088	004.第三幕——冬至.txt	415	415	知其不可而为之	论语成句	《论语》相关语
included	LAHS11089	004.第三幕——冬至.txt	415	415	不知其不可而为之	化用成句	李敖化用“知其不可而为之”
included	LAHS11090	004.第三幕——冬至.txt	415	415	天视自我民视，天听自我民听	尚书引文	《尚书》语意
included	LAHS11091	004.第三幕——冬至.txt	415	415	善与人同	孟子成语	《孟子》语意
included	LAHS11092	004.第三幕——冬至.txt	415	415	太平犬	传统成语	传统俗语
included	LAHS11093	004.第三幕——冬至.txt	441	441	临财毋苟得，临难毋苟免。	礼记引文	《礼记》
included	LAHS11094	004.第三幕——冬至.txt	441	441	碰到金钱，不要随便拿；遇到危难，不要随便躲。	古文白话译文	《礼记》句白话解释
included	LAHS11095	004.第三幕——冬至.txt	441	441	成功不必在我	传统格言	传统志业格言
included	LAHS11096	004.第三幕——冬至.txt	441	441	一点点生活的不舒适，不要看作是苦刑。我们都是自愿选择受苦的斗士，几个月的监狱生活，算不了什么。	外国名言	甘地语
included	LAHS11097	004.第三幕——冬至.txt	441	441	……朋友们不需要惦挂着我，我觉得自己像一只快乐的小鸟，在这儿所能做的并不比外间少。我留居在此，对我有如进学校。	外国书信引文	甘地狱中书信
included	LAHS11098	004.第三幕——冬至.txt	601	607	慷慨歌燕市，\n从容坐楚囚，\n引刀成一快，\n不负少年头。	诗歌	汪精卫狱中诗
included	LAHS11099	004.第三幕——冬至.txt	611	617	不准“慷慨歌燕市”，\n不准“从容坐楚囚”，\n不准“引刀成一快”，\n不准“不负少年头”。	改写诗歌	李敖改写汪精卫狱中诗
included	LAHS11100	004.第三幕——冬至.txt	619	619	二十年后还是一条好汉	民间俗语	传统好汉俗语
included	LAHS11101	004.第三幕——冬至.txt	619	619	千古艰难唯一死	传统格言	传统生死格言
included	LAHS11102	004.第三幕——冬至.txt	619	619	人之将死，其言也善。	论语成句	《论语·泰伯》
included	LAHS11103	004.第三幕——冬至.txt	631	631	死当为厉鬼以杀贼	史传名句	张巡临死语
included	LAHS11104	004.第三幕——冬至.txt	641	641	生年不满百，长怀千岁忧	古诗名句	《古诗十九首》异文
included	LAHS11105	004.第三幕——冬至.txt	755	755	放之四海而皆准	中庸成语	《礼记·中庸》语意
included	LAHS11106	004.第三幕——冬至.txt	755	755	俟诸百世而不惑	中庸成语	《礼记·中庸》语意
included	LAHS11107	004.第三幕——冬至.txt	893	893	贼咬一口烂三分	民间俗语	传统俗语
included	LAHS11108	004.第三幕——冬至.txt	965	965	见有一匹灰色马，骑在马上的，名字叫作死。	宗教经典	《新约·启示录》第六章第八节
included	LAHS11109	004.第三幕——冬至.txt	965	965	So I looked and behold a pale horse. And the name of him who sat on it was Death.	英文圣经引文	《新约·启示录》第六章第八节
included	LAHS11110	004.第三幕——冬至.txt	1001	1001	老僧为百万生灵，何惜如来一戒！	佛教故事引文	破山和尚故事
included	LAHS11111	004.第三幕——冬至.txt	1013	1013	水清无大鱼	传统俗语	传统俗语
included	LAHS11112	004.第三幕——冬至.txt	1023	1023	三生有幸	传统成语	传统成语
excluded		002.第一幕——夏至.txt	133	133	左倾幼稚病	列宁政治术语，按不要政治语录排除。	
excluded		003.第二幕——秋分.txt	357	357	各尽所能 / 各取所需	现代政治口号化表达，虽有古典对照，本身不收。	
excluded		002.第一幕——夏至.txt	265	265	星星之火，可以燎原	政治口号/领袖语境，排除。	
excluded		004.第三幕——冬至.txt	397	397	While there is a lower class I am in it. / 只要狱底有游魂，我就不自由。	戴布兹现代劳工政治语录，首轮从严排除。	
excluded		004.第三幕——冬至.txt	221	221	This country will not be a really good place for any of us to live in if it is not a really good place for all of us to live in.	老罗斯福现代公共政治格言，首轮从严排除。	
excluded		004.第三幕——冬至.txt	1005	1005	我已经成为一个共产党员……	毕加索政治声明，排除。	
excluded		004.第三幕——冬至.txt	1009	1009	War is much too important a matter to be left to the generals.	现代政治军事格言，本轮从严排除。	
excluded		004.第三幕——冬至.txt	1013	1013	偶尔叛点小乱，亦佳事也。 / A little rebellion now and then is a good thing.	杰斐逊政治语录，排除。	
